movieCd,salesAcc,audiAcc,movieNm_box,actors,directors,genres,nations,repNationNm,productionCompanies
19988717,678012940,71897,명탐정 코난: 14번째 표적,,코다마 켄지,애니메이션,일본,,
20051060,1493033540,168709,극장판 포켓몬스터 AG: 뮤와 파동의 용사 루카리오,마츠모토 리카|오오타니 이쿠에|우에다 유지,유야마 쿠니히코,애니메이션,일본,,
20080850,13557100,1971,공포분자,무건인|왕 안,에드워드 양,드라마,기타,,
20081375,85617317,10735,샤이닝,잭 니콜슨|셸리 듀발|대니 로이드,스탠리 큐브릭,공포(호러)|스릴러,미국,,워너 브러더스 픽쳐스
20098169,40601955671,4620936,쥬라기 월드,크리스 프랫|주디 그리어|브라이스 달라스 하워드|케이티 맥그라스|제이크 존슨,콜린 트레보로우,액션|어드벤처|SF,미국,,
20100211,2029362300,273264,다이노 타임,멜라니 그리피스|제인 린치|윌리엄 볼드윈|스티븐 볼드윈|롭 슈나이더,존 카프카|최윤석,애니메이션|어드벤처|코미디,한국|미국,,주식회사 토이온
20113252,227195620,25398,톰보이,조 허란,셀린 시아마,드라마,프랑스,,
20124315,177705241,17182,엔드 오브 에반게리온,,안노 히데아키|츠루마키 카즈야,애니메이션,일본,,
20130021,3317041989,425752,"협녀, 칼의 기억",이병헌|전도연|김고은|이경영|김태우,박흥식,사극|액션,한국,,(주)티피에스컴퍼니
20130566,3194054331,406139,무뢰한,김남길|전도연|박성웅|곽도원|강태영,오승욱,멜로/로맨스,한국,,(주)사나이픽처스
20131262,7353194469,948101,허삼관,하정우|하지원|전혜진|장광|주진모,하정우,드라마,한국,,(주)두타연|(주)판타지오픽쳐스
20133681,125244400,17342,태양을 쏴라,강지환|윤진서|안석환|박정민|윤성준,김태식,멜로/로맨스,한국,,필름라인
20133682,1029997700,136793,화장,안성기|김규리|김호정|연우진|김병춘,임권택,드라마,한국,,(주)명필름
20134798,36902007085,4877052,연평해전,김무열|진구|이현우|이완|이한종,김학순,드라마,한국,,(주)로제타시네마
20136057,2825201105,374717,소수의견,윤계상|유해진|김옥빈|이경영|장광,김성제,드라마,한국,,(주)하리마오픽쳐스
20136063,3699770428,463616,순수의 시대,신하균|장혁|강한나|강하늘|양영조,안상훈,사극|드라마,한국,,(주)화인웍스|(주)키메이커
20136068,50951877315,6561475,히말라야,황정민|정우|조성하|김인권|라미란,이석훈,드라마,한국,,(주)제이케이필름
20136869,1123809247,143502,은밀한 유혹,임수정|유연석|곽민호|이경영|박철민,윤재구,멜로/로맨스|범죄,한국,,(주)영화사비단길|(주)수필름
20136888,17172146799,2122610,강남 1970,이민호|김래원|정진영|설현|유승목,유하,액션|드라마,한국,,(주)모베라픽처스|(주)쇼박스
20140110,29131054605,3536487,킹스맨 : 시크릿 에이전트,콜린 퍼스|태런 에저튼|사무엘 L. 잭슨|마이클 케인,매튜 본,액션|스릴러,미국|영국,,
20140144,2041275839,287355,도리화가,류승룡|배수지|송새벽|김남길|이동휘,이종필,사극|드라마,한국,,(주)영화사 담담|(주)어바웃잇
20140145,2641293791,353865,홈,짐 파슨스|리한나|제니퍼 로페즈|스티브 마틴,팀 존슨,애니메이션|어드벤처|판타지,미국,,
20140190,45637000,5989,사랑이 이긴다,최정원|장현성|오윤영|황정민|정다빈,민병훈,가족|드라마,한국,,민병훈필름
20140193,4683618500,599698,서부전선,설경구|여진구|이경영|정성화|정인기,천성일,전쟁|드라마,한국,,(주)하리마오픽쳐스
20140194,47626158121,5878158,곡성,곽도원|황정민|쿠니무라 준|천우희|김환희,나홍진,미스터리|스릴러|드라마,한국|미국,,(주)사이드미러|이십세기폭스 인터내셔널 프로덕션
20140207,106592300,14961,꼬마 유령,,알랑 그스포너,판타지|가족,독일|스위스,,
20140241,349962000,50110,고녀석 맛나겠다2 : 함께라서 행복해,엄상현|시영준|안장혁|정주원|안효민,노나카 카즈미|최경석,애니메이션|가족|어드벤처,한국,,(주)미디어캐슬
20140703,7859555243,1044053,장수상회,박근형|윤여정|조진웅|한지민|윤여정,강제규,멜로/로맨스|드라마,한국,,(주)빅픽쳐|(주)씨제이이엔엠
20140704,1873190039,230353,비밀은 없다,손예진|김주혁|신지훈|김소희|최유화,이경미,스릴러,한국,,(주)영화사거미|필름트레인
20141060,592392346,74617,쓰리 썸머 나잇,김동욱|임원희|손호준|윤제문|류현경,김상진,코미디,한국,,더램프(주)|㈜감독의집
20141085,279492151,36280,한 번 더 해피엔딩,휴 그랜트|마리사 토메이|앨리슨 제니|벨라 헤스콧,마크 로렌스,멜로/로맨스|코미디,미국,,
20141224,2732773200,354119,경성학교: 사라진 소녀들,박보영|엄지원|박소담|공예지|주보비,이해영,미스터리|드라마,한국,,청년필름(주)|비밀의화원
20141384,25907155829,3156328,터미네이터 제니시스,아놀드 슈왈제네거|제이슨 클락|에밀리아 클라크|제이 코트니|J.K. 시몬스,앨런 테일러,액션|어드벤처|SF|스릴러,미국,,
20141598,97695600,13255,타이밍,엄상현|박지윤|성완경,박대열|민경조,애니메이션,한국,,(주)효인엔터테인먼트|베데코리아 
20141602,1889779263,240147,소셜포비아,,,,,,
20141962,12295890320,1564959,이미테이션 게임,베네딕트 컴버배치|키이라 나이틀리|매튜 구드,모튼 틸덤,드라마|스릴러,영국,,
20142402,8411123910,1043580,간신,주지훈|김강우|천호진|임지연|이유영,민규동,사극,한국,,(주)수필름
20142406,11318115845,1403743,탐정 홍길동: 사라진 마을,이제훈|김성균|박근형|정성화|고아라,조성희,드라마|액션,한국,,(주)영화사비단길
20142407,14465591887,1833216,오늘의 연애,이승기|문채원|이서진|이경진|류화영,박진표,멜로/로맨스|코미디,한국,,(주)팝콘에프앤엠
20142561,689713851,87080,7번째 아들,제프 브리지스|줄리안 무어|벤 반스,세르게이 보드로프,어드벤처|가족|판타지,미국|영국|캐나다,,
20142621,9373409395,1158210,시간이탈자,임수정|조정석|이진욱|정진영|이기우,곽재용,스릴러,한국,,(주)씨제이이엔엠|상상필름(주)
20142641,3384787000,423372,나를 잊지 말아요,정우성|김하늘|임주은|배성우|장영남,이윤정,멜로/로맨스,한국,,(주)아티스트스튜디오
20142855,8643163139,1117121,성난 변호사,이선균|김고은|임원희|장현성|최재웅,허종호,범죄|액션,한국,,(주)씨제이이엔엠|(주)영화사 빛나는 제국|우수영화사
20142856,990198164,125467,나의 절친 악당들,류승범|고준희|류현경|샘 오취리|김응수,임상수,범죄|액션|드라마,한국,,휠므빠말주식회사|이십세기폭스 인터내셔널 프로덕션
20142884,249018700,31177,엘리노어 릭비: 그 남자 그 여자,제임스 맥어보이|제시카 차스테인|이자벨 위페르|윌리엄 허트,네드 벤슨,드라마,미국,,
20142962,1606655200,226749,극장판 포켓몬스터 XY : 파괴의 포켓몬과 디안시,,유야마 쿠니히코,애니메이션,일본,,
20143253,878220937,110001,존 윅,키아누 리브스|로렌스 피쉬번|이안 맥쉐인|애드리앤 팰리키|윌렘 데포,채드 스타헬스키|데이빗 레이치,액션|스릴러,미국,,
20143502,62310000,8036,어떤살인,윤소이|신현빈|김용우|조영진|안세하,안용훈,스릴러,한국,,(주)전망좋은 영화사|TCO(주)더콘텐츠온
20143510,2088280200,257675,함정,마동석|조한선|김민경|지안|윤주,권형진,스릴러|범죄,한국,,(주)에이치에스이디
20143511,3435825730,437884,오피스,고아성|박성웅|배성우|김의성|류현경,홍원찬,스릴러|미스터리,한국,,(주)영화사꽃
20143512,3548213354,468737,위험한 상견례 2,진세연|홍종현|김응수|신정근|박은혜,김진영,멜로/로맨스|코미디,한국,,(주)전망좋은 영화사|TCO(주)더콘텐츠온|(주)마음에드는영화사
20143513,6776376066,903619,미쓰 와이프,엄정화|송승헌|김상호|라미란|서신애,강효진,코미디,한국,,(주)영화사아이비젼|메가박스중앙(주) 플러스엠 엔터테인먼트
20143541,7938817906,1070010,박물관이 살아있다 : 비밀의 무덤,벤 스틸러|로빈 윌리엄스|댄 스티븐스|오웬 윌슨|벤 킹슬리,숀 레비,어드벤처|코미디|가족,미국|영국,,
20143572,14560066112,1855386,뷰티 인사이드,한효주|김대명|도지한|배성우|박신혜,백,판타지|멜로/로맨스,한국,,(주)용필름
20143580,24204209555,2964249,분노의 질주: 더 세븐,빈 디젤|폴 워커|드웨인 존슨|제이슨 스타뎀,제임스 완,액션|범죄|스릴러,미국,,
20143642,16018593800,1995730,테이큰 3,리암 니슨|팜케 얀센|매기 그레이스|존 그리스|포레스트 휘테커,올리비에 메가턴,액션|범죄|스릴러,미국,,
20143754,2484769738,306483,아메리칸 스나이퍼,브래들리 쿠퍼|시에나 밀러,클린트 이스트우드,액션,미국,,
20144102,911665335,123600,워터 디바이너,러셀 크로우|올가 쿠릴렌코|제이 코트니,러셀 크로우,드라마|전쟁,미국|호주|터키,,
20144322,3372986829,462056,도라에몽 : 스탠 바이 미,미즈타 와사비|오오하라 메구미,야마자키 타카시|야기 류이치,애니메이션,일본,,
20144442,4345208327,588886,조선마술사,유승호|고아라|곽도원|조윤희|이경영,김대승,드라마,한국,,위더스필름(주)
20144444,31456204712,3818607,아가씨,김민희|김태리|하정우|조진웅|김해숙,박찬욱,스릴러|드라마,한국,,유한회사 아가씨에프에스|모호필름|(주)용필름
20144461,2148491889,281424,인서전트,쉐일린 우들리|테오 제임스|케이트 윈슬렛|나오미 왓츠|매기 큐,로베르트 슈벤트케,SF|액션,미국,,
20144481,617156608,78548,타임 패러독스,에단 호크|노아 테일러|사라 스누크,마이클 스피어리그|피터 스피어이그,SF|스릴러,호주,,
20144507,563625035,74017,빅 아이즈,에이미 아담스|크리스토프 왈츠,팀 버튼,드라마,미국,,
20144523,2250365229,304134,패딩턴,니콜 키드먼|벤 위쇼|휴 보네빌|샐리 호킨스,폴 킹,코미디|가족|어드벤처,영국|프랑스|캐나다,,
20144621,1474474685,178846,기생수 파트1,소메타니 쇼타|후카츠 에리|하시모토 아이|키타무라 카즈키|아사노 타다노부,야마자키 타카시,스릴러|SF,일본,,
20144641,31966287664,4046971,판도라,김남길|김영애|문정희|정진영|이경영,박정우,드라마|스릴러,한국,,(주)씨에이씨엔터테인먼트
20144682,14303032652,1698615,샌 안드레아스,드웨인 존슨|알렉산드라 다드다리오,브래드 페이튼,액션|드라마|스릴러,미국,,
20144683,6772584023,808765,하트 오브 더 씨,크리스 헴스워스|킬리언 머피|벤 위쇼|샬롯 라일리|브렌단 글리슨,론 하워드,액션|어드벤처|드라마,미국,,
20144741,33649857862,3914023,매드 맥스: 분노의 도로,톰 하디|샤를리즈 테론|니콜라스 홀트|휴 키즈 바인|조 크라비츠,조지 밀러,액션|어드벤처|스릴러,미국|호주,,
20144801,1487873900,183988,버드맨,마이클 키튼|에드워드 노튼|엠마 스톤|나오미 왓츠,알레한드로 곤잘레스 이냐리투,코미디|드라마,미국,,
20145021,184408400,22652,와일드,리즈 위더스푼|가비 호프만|로라 던,장 마크 발레,드라마,미국,,
20145041,619887000,80314,더 이퀄라이저,덴젤 워싱턴|클로이 모레츠|마튼 초카스,안톤 후쿠아,액션|범죄|스릴러,미국,,
20145042,737189846,95931,스틸 앨리스,줄리안 무어|알렉 볼드윈|크리스틴 스튜어트|케이트 보스워스,리처드 글랫저|워시 웨스트모어랜드,드라마,미국,,
20145085,613845428,78962,세인트 빈센트,빌 머레이|나오미 왓츠|멜리사 맥카시|테렌스 하워드|제이든 리버허,데오도르 멜피,코미디|드라마,미국,,
20145102,675774100,87590,포커스,윌 스미스|마고 로비|로드리고 산토로|제랄드 맥라니,글렌 피카라|존 레쿼,코미디|범죄|멜로/로맨스,미국,,
20145103,397473900,49393,나이트 크롤러,제이크 질렌할|빌 팩스톤,댄 길로이,범죄|드라마|스릴러,미국,,
20145141,13101278495,1639289,위플래쉬,마일즈 텔러|J.K. 시몬스,데이미언 셔젤,드라마,미국,,
20145171,13267124532,1731379,대호,최민식|정만식|김상호|성유빈|오스기 렌,박훈정,사극,한국,,(주)사나이픽처스
20145242,262151400,32208,모데카이,조니 뎁|기네스 팰트로우|이완 맥그리거,데이빗 코엡,액션|코미디,미국,,
20145281,277096932,35995,코블러,아담 샌들러|더스틴 호프만|스티브 부세미,토마스 맥카시,판타지|코미디,미국,,
20145361,16842808778,2327332,미니언즈,산드라 블록|존 햄|마이클 키튼,피에르 꼬팽|카일 발다,애니메이션,미국,,
20145396,5192789836,629710,널 기다리며,심은경|윤제문|김성오|오태경|정해균,모홍진,스릴러,한국,,(주)영화사수작|모티브픽쳐스(주)|(주)디씨지플러스
20145501,721395384,96374,돌연변이,이광수|이천희|박보영|장광|이병준,권오광,드라마|코미디,한국,,영화사 우상
20145502,1457341433,179476,남과 여,전도연|공유|이미소|정선경|윤세아,이윤기,멜로/로맨스,한국,,(주)영화사봄
20145503,36146948369,4620850,검은 사제들,김윤석|강동원|박소담|김병옥|김의성,장재현,미스터리|드라마,한국,,영화사 집
20145504,4702838118,609717,특종: 량첸살인기,조정석|이미숙|이하나|김의성|배성우,노덕,스릴러,한국,,(주)매그넘나인|(주)뱅가드스튜디오
20145507,73214730164,9173351,검사외전,황정민|강동원|이성민|박성웅|김응수,이일형,범죄|코미디,한국,,(주)영화사 월광|(주)사나이픽처스
20145521,543678763,67459,엑스 마키나,도널 글리슨|알리시아 비칸데르|오스카 아이삭,알렉스 가랜드,SF|스릴러,미국,,
20147613,2861081396,357499,그레이의 50가지 그림자,제이미 도넌|다코타 존슨|제니퍼 엘|루크 그림즈,샘 테일러-존슨,드라마|멜로/로맨스,미국,,
20147803,132919500,16790,한여름의 판타지아,김새벽|이와세 료|임형국,장건재,드라마,한국|일본,,(주)모쿠슈라
20147947,1075977479,132958,워킹걸,조여정|클라라|김태우|배성우|라미란,정범식,코미디|멜로/로맨스,한국,,(주)홍필름|(주)수필름
20148048,73738821621,9395163,베테랑,황정민|유아인|유해진|오달수|장윤주,류승완,액션|드라마,한국,,(주)외유내강|(주)필름케이
20148188,13082490411,1649258,쎄시봉,김윤석|정우|한효주|김희애|진구,김현석,멜로/로맨스|코미디|드라마,한국,,유한회사 제이필름|(주)무브픽쳐스
20148460,1089792200,137930,서울역,류승룡|심은경|이준|오윤석|서호철,연상호,애니메이션,한국,,주식회사 다다쇼|(주)화인컷
20148461,6945554237,849142,살인의뢰,김상경|김성균|박성웅|윤승아|조재윤,손용호,범죄|스릴러,한국,,(주)미인픽쳐스
20148493,88638992746,10503764,어벤져스: 에이지 오브 울트론,로버트 다우니 주니어|크리스 헴스워스|마크 러팔로|크리스 에반스|스칼렛 요한슨,조스 웨던,액션|어드벤처|판타지|SF,미국,,
20148553,2819756032,382608,내 심장을 쏴라,이민기|여진구|유오성|김정태|김기천,문제용,드라마,한국,,(주)주피터필름
20148841,3997648672,506577,헬머니,김수미|정만식|김정태|이태란|이성민,신한솔,코미디,한국,,(주)전망좋은 영화사|TCO(주)더콘텐츠온
20148844,6345370780,822470,손님,류승룡|이성민|천우희|이준|도기범,김광태,판타지|공포(호러),한국,,(주)유비유필름
20148845,21419096560,2770517,스물,김우빈|이준호|강하늘|오현경|정소민,이병헌,코미디|드라마,한국,,(주)영화나무|(주)아이에이치큐
20148846,44572220901,5674323,사도,송강호|유아인|문근영|전혜진|김해숙,이준익,사극,한국,,(주)타이거픽쳐스
20148851,72449582479,9329780,암살,전지현|이정재|하정우|오달수|조진웅,최동훈,액션|드라마,한국,,(주)케이퍼필름
20148855,21469677497,2740341,극비수사,김윤석|유해진|송영창|장영남|정호빈,곽경택,드라마|범죄,한국,,(주)제이콘컴퍼니|(주)영화사 신세계
20149037,2557315179,293131,주피터 어센딩,밀라 쿠니스|채닝 테이텀|숀 빈|테리 길리엄|배두나,릴리 워쇼스키|라나 워쇼스키,SF|액션|어드벤처,미국,,
20149062,1708148153,212126,연애의 맛,오지호|강예원|최령|오민석|주병하,김아론,멜로/로맨스|코미디,한국,,(주)청우필름
20149266,11779960554,1445654,차이나타운,김혜수|김고은|엄태구|박보검|고경표,한준희,범죄|드라마,한국,,폴룩스픽쳐스(주)
20149314,42001630767,5252720,내부자들,이병헌|조승우|백윤식|이경영|김홍파,우민호,범죄|드라마,한국,,(유)내부자들 문화전문회사
20149401,2240348600,295863,스폰지밥 3D,안토니오 반데라스|클랜시 브라운|톰 케니|전태열|이인성,폴 티비트,애니메이션|어드벤처|코미디,미국,,
20149569,16566905232,2091722,악의 연대기,손현주|마동석|최다니엘|박서준|이명준,백운학,스릴러,한국,,(주)비에이엔터테인먼트
20149570,29332083128,3723746,조선명탐정 : 사라진 놉의 딸,김명민|오달수|이연희|조관우|정원중,김석윤,사극|코미디|어드벤처,한국,,청년필름(주)
20149948,1864768192,238849,언브로큰,잭 오코넬|도널 글리슨|가렛 헤드룬드|핀 위트록,안젤리나 졸리,액션|드라마|전쟁,미국,,
20149951,18171201594,2300867,빅 히어로,라이언 포터|스콧 애짓|다니엘 헤니|제이미 정|T.J. 밀러,크리스 윌리암스|돈 홀,애니메이션|액션|코미디,미국,,
20149961,344032900,48637,미안해 사랑해 고마워,지진희|김성균|성유리|이계인|김영철,전윤수,드라마,한국,,타임박스엔터테인먼트(주)
20150025,15582033575,1909492,내부자들: 디 오리지널,이병헌|조승우|백윤식|이경영|김홍파,우민호,범죄|드라마,한국,,(유)내부자들 문화전문회사
20150255,219166000,29257,리틀드래곤 코코넛,,허버트 베일란드|니나 웰스,애니메이션,독일,,
20150501,3797139700,538061,극장판 요괴워치: 탄생의 비밀이다냥!,,타카하시 시게하루|우시로 신지,애니메이션,일본,,
20150522,265392820,33649,러덜리스,빌리 크루덥|안톤 옐친|셀레나 고메즈|로렌스 피쉬번|펠리시티 허프먼,윌리엄 H. 머시,코미디|드라마,미국,,
20150562,1383363192,180105,팬,휴 잭맨|가렛 헤드룬드|루니 마라|리바이 밀러|아만다 사이프리드,조 라이트,판타지|어드벤처,미국,,
20150563,85969100,11255,베스트 오브 미,미셸 모나한|제임스 마스던|라이아나 리버라토|루크 브레이시,마이클 호프만,드라마|멜로/로맨스,미국,,
20150564,2211541121,282054,혼숨,류덕환|조복래|이수빈|박형서|조동혁,이두환,공포(호러),한국,,(주)무비스퀘어
20150566,799142900,119108,극장판 꼬마버스 타요의 에이스 구출작전,,류정우,애니메이션,한국,,(주)아이코닉스|(주)스튜디오게일
20150567,10039194720,1139046,스타트렉 비욘드,크리스 파인|사이먼 페그|조 샐다나|재커리 퀸토|칼 어번,저스틴 린,액션|SF,미국,,
20150622,20838819649,2642284,메이즈 러너: 스코치 트라이얼,딜런 오브라이언|토마스 생스터|카야 스코델라리오|이기홍,웨스 볼,액션|SF|스릴러,미국,,
20150741,6378575220,823177,인시디어스 3,스테파니 스콧|더못 멀로니|린 샤예,리 워넬,공포(호러),미국,,
20150752,1129929000,147413,스누피: 더 피너츠 무비,,스티브 마티노,애니메이션|어드벤처|코미디,미국,,
20150841,30844000,5287,카이트,사무엘 L. 잭슨|인디아 아이슬리|캘런 맥오리피,랄프 지만,범죄|액션,미국,,
20150862,179802700,22290,더 랍스터,콜린 파렐|레이첼 와이즈|레아 세이두|벤 위쇼|존 C. 라일리,요르고스 란티모스,판타지|멜로/로맨스,영국|그리스|아일랜드|네덜란드|프랑스,,
20150901,482285800,61111,올레,신하균|박희순|오만석|유다인|변준석,채두병,드라마|코미디,한국,,(주)어바웃잇
20150902,1184026628,161127,대배우,오달수|윤제문|이경영|진경|조남희,석민우,코미디,한국,,주식회사 영화사다
20150942,2371545916,285776,캐롤,케이트 블란쳇|루니 마라|카일 챈들러|제이크 레이시|사라 폴슨,토드 헤인즈,드라마,미국|영국,,
20150963,57651500,8383,호비와 엄마나무섬의 비밀,,히라바야시 이사무,애니메이션,일본,,
20150968,5220395142,672629,국가대표 2,수애|오달수|오연서|하재숙|김슬기,김종현,드라마,한국,,케이엠컬쳐㈜
20150972,16762977095,2088548,굿바이 싱글,김혜수|마동석|김현수|김용건|서현진,김태곤,코미디|드라마,한국,,호두앤유 엔터테인먼트(주)|(주)영화사람
20150977,6513650537,840410,좋아해줘,이미연|최지우|김주혁|유아인|강하늘,박현진,멜로/로맨스|코미디,한국,,리양필름(주)|(주)제이케이필름
20150979,39559974789,4970008,덕혜옹주,손예진|박해일|윤제문|라미란|정상훈,허진호,사극|드라마,한국,,(주)하이브미디어코프|(주)영화사호필름 |(주)디씨지플러스
20151002,933269200,121690,우먼 인 골드,헬렌 미렌|라이언 레이놀즈|다니엘 브륄,사이먼 커티스,드라마,미국|영국,,
20151022,638923075,84057,걷기왕,심은경|박주희|김새벽|허정도|윤지원,백승화,드라마,한국,,㈜인디스토리
20151225,28179067298,3638949,인사이드 아웃,다이안 레인|에이미 포엘러|카일 맥라클란|민디 캘링|빌 헤이더,피트 닥터,애니메이션|코미디,미국,,
20151383,33620783295,4115268,마션,맷 데이먼|제시카 차스테인|제프 다니엘스|케이트 마라|크리스틴 위그,리들리 스콧,액션|어드벤처|SF,미국,,
20151421,3030043148,328744,에베레스트,제이슨 클락|조슈 브롤린|키이라 나이틀리|샘 워싱턴|제이크 질렌할,발타자르 코루마쿠르,어드벤처|드라마|스릴러,미국|영국,,
20151481,5840785563,776030,헝거게임: 더 파이널,제니퍼 로렌스|조쉬 허처슨|리암 헴스워스|필립 세이모어 호프만|줄리안 무어,프란시스 로렌스,액션|어드벤처,미국,,라이온스 게이트 필름즈
20151482,105699100,13396,종이 달,미야자와 리에|이케마츠 소스케|코바야시 사토미|오오시마 유코,요시다 다이하치,드라마,일본,,
20151521,849539264,107977,셀프/리스,라이언 레이놀즈|벤 킹슬리|매튜 구드,타셈 싱,SF|액션|스릴러,미국,,
20151782,524235800,63393,지금은맞고그때는틀리다,정재영|김민희|윤여정|기주봉|최화정,홍상수,드라마,한국,,(주)영화제작전원사 
20151815,2134654900,291260,뮨: 달의 요정,조슈아 J. 발라드|오마 사이,알렉상드르 헤보얀|베노이트 필립폰,애니메이션,프랑스,,
20151821,161415800,20389,러브 앤 머시,존 쿠삭|폴 다노|엘리자베스 뱅크스|폴 지아마티,빌 포래드,드라마,미국,,
20151964,3213775500,459775,명탐정 코난 : 화염의 해바라기,타카야마 미나미|야마자키 와카나|코야마 리키야|야마구치 캇페이,시즈노 코분,애니메이션,일본,,
20152022,19230039607,2427421,인턴,앤 해서웨이|로버트 드 니로|르네 루소|냇 울프|아담 드바인,낸시 마이어스,코미디,미국,,
20152121,30822000,3909,리그레션,엠마 왓슨|에단 호크|아론 애쉬모어|데이빗 듈리스|데본 보스틱,알레한드로 아메나바르,스릴러,스페인|캐나다,,
20152264,52961100,6919,어느 하녀의 일기,레아 세이두|뱅상 랭동,브누와 쟉꼬,드라마,프랑스|벨기에,,
20152370,78501700,10645,잡아야 산다,김승우|김정태|한상혁|신강우|김민규,오인천,코미디|액션,한국,,더퀸디앤엠 주식회사
20152371,9310332048,1162529,"당신, 거기 있어줄래요",김윤석|변요한|채서진|김상호|안세하,홍지영,판타지|드라마,한국,,(주)수필름
20152372,151283200,21004,아마조니아,,티에리 라고베르트,다큐멘터리,프랑스|브라질,,
20152745,786716953,101097,맨 프롬 UNCLE,헨리 카빌|아미 해머|알리시아 비칸데르|엘리자베스 데비키|휴 그랜트,가이 리치,액션|어드벤처|코미디,미국,,
20152866,1267141295,157193,아메리칸 울트라,제시 아이젠버그|크리스틴 스튜어트|코니 브리튼|토퍼 그레이스|월튼 고긴스,니마 누리자데,액션|코미디,미국,,
20152869,612927706,79294,갤로우즈,캐시디 지포드|파이퍼 브라운|리즈 미슬러|라이언 슈스|트래비스 클러프,트래비스 클러프|크리스 로핑,공포(호러),미국,,
20152870,183470000,23706,에스엠타운 더 스테이지,,배성상,다큐멘터리,한국,,(주)에스엠 컬처앤콘텐츠
20152871,2001645978,258229,스파이 브릿지,톰 행크스|마크 라이런스|오스틴 스토웰,스티븐 스필버그,스릴러|드라마,미국,,
20153022,457897200,61476,더 매직: 리틀톰과 도둑공주,,어네스토 파드롱,애니메이션|판타지|뮤지컬,스페인|쿠바,,
20153025,388548105,51587,대니 콜린스,알 파치노|아네트 베닝|제니퍼 가너|바비 카나베일|크리스토퍼 플러머,댄 포겔맨,드라마,미국,,
20153039,532938000,68747,러브 라이브! 더 스쿨 아이돌 무비,토쿠이 소라|파일|쿠보 유리카|이이다 리호|쿠스다 아이나,쿄고쿠 타카히코,애니메이션,일본,,
20153083,674070748,88833,사우스포,제이크 질렌할|레이첼 맥아담스|포레스트 휘테커|나오미 해리스,안톤 후쿠아,드라마|액션,미국,,
20153201,1241478915,158174,트랜스포터: 리퓰드,에드 스크레인|론 샤바놀,카밀 들라마레,액션|범죄|스릴러,프랑스|중국,,
20153282,262317000,33860,피케이: 별에서 온 얼간이,아미르 칸|아누쉬카 샤르마,라즈쿠마르 히라니,코미디|드라마,인도,,
20153385,485756300,62041,히트맨: 에이전트 47,루퍼트 프렌드|재커리 퀸토|한나 웨어,알렉산더 바흐,액션|범죄|스릴러,미국,,
20153443,20523436162,2586217,아수라,정우성|황정민|주지훈|김현빈|곽도원,김성수,범죄|액션,한국,,(주)사나이픽처스
20153444,47450882856,5868492,럭키,유해진|이준|조윤희|임지연|전혜빈,이계벽,코미디,한국,,(주)용필름
20153470,712087500,98976,극장판 도라에몽 : 진구의 우주영웅기~스페이스 히어로즈~,미즈타 와사비|오오하라 메구미|심형탁,오오스기 요시히로,애니메이션|SF|어드벤처,일본,,
20153702,2059290700,287179,포켓몬 더 무비 XY 후파: 광륜의 초마신,,유야마 쿠니히코,애니메이션|어드벤처|판타지,일본,,
20153741,8872765256,1151914,미씽: 사라진 여자,엄지원|공효진|서하늬|고준|김선영,이언희,미스터리,한국,,다이스필름(주)
20153781,26331118302,3166026,데드풀,라이언 레이놀즈|모레나 바카린|에드 스크레인|지나 카라노|T.J. 밀러,팀 밀러,액션|SF,미국,,
20154141,27535433631,3176351,스타워즈: 깨어난 포스,해리슨 포드|마크 해밀|캐리 피셔|사이먼 페그|오스카 아이삭,J.J. 에이브럼스,액션|어드벤처|판타지,미국,,
20154162,353635900,41924,스트레이트 아웃 오브 컴턴,오셔 잭슨 주니어|코리 호킨스|제이슨 미첼|닐 브라운 주니어|알디스 호지,F. 게리 그레이,드라마,미국,,
20154242,10801392676,1475353,몬스터 호텔 2,아담 샌들러|셀레나 고메즈|케빈 제임스|스티브 부세미,젠디 타타코브스키,애니메이션,미국,,
20154621,440932200,58197,주온: 더 파이널,타이라 아이리|키리야마 렌|사사키 노조미,오치아이 마사유키,공포(호러),일본,,
20154661,21405375093,2755156,형,조정석|도경수|박신혜|이연수|김강현,권수경,코미디|드라마,한국,,굿초이스컷픽쳐스(주)|(주)씨제이이엔엠|(주)파파스필름
20154729,322450300,41663,이스케이프,오웬 윌슨|피어스 브로스넌|레이크 벨,존 에릭 도들,액션|스릴러,미국,,
20154905,3889901100,502419,가려진 시간,강동원|신은수|이효제|김희원|권해효,엄태화,드라마|판타지,한국,,(주)바른손이앤에이
20154906,4876487015,640990,사냥,안성기|조진웅|한예리|권율|손현주,이우철,액션,한국,,(주)빅스톤픽쳐스
20154910,52150922597,6429712,터널,하정우|배두나|오달수|김종수|조현철,김성훈,드라마,한국,,(주)어나더썬데이|(주)비에이엔터테인먼트
20155101,2230427653,232989,하늘을 걷는 남자,조셉 고든 레빗|벤 킹슬리|샬롯 르 본,로버트 저메키스,드라마,미국,,
20155202,1399481930,175320,레전드,톰 하디|태런 에저튼|에밀리 브라우닝,브라이언 헬겔랜드,액션|범죄|드라마,프랑스|영국,,
20155223,336015800,44843,목숨 건 연애,하지원|천정명|진백림|윤소희|오정세,송민규,멜로/로맨스|코미디,한국|대만|중국,,(주)비에이엔터테인먼트
20155277,1455443648,182907,더 셰프,브래들리 쿠퍼|시에나 밀러|오마 사이|다니엘 브륄|엠마 톰슨,존 웰스,드라마,미국,,
