boxofficeType,showRange,showRange_start,showRange_end,rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm_box,openDt_box,targerDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,days_after_open,상영지속일수,movieNm_detail,movieNmEn,movieNmOg,showTm,prdtYear,openDt_detail,prdtStatNm,typeNm,repNationNm,repGenreNm,watchGradeNm,genres,nations,directors,actors,productionCompanies,distributors
일별 박스오피스,20230101~20230101,2023-01-01,2023-01-01,6,6,0,OLD,20228640,신비아파트 극장판 차원도깨비와 7개의 세계,2022-12-14,2023-01-01,162441529,1.8,-25654479,-13.6,3579760605,17049,-2906,-14.6,373832,491,632,18,21,신비아파트 극장판 차원도깨비와 7개의 세계,Shinbi's Haunted House: The Dimension Ghost and the Seven Worlds,,103,2022,20221214,개봉,장편,,,,애니메이션,한국,변영규,김영은|김채하|신용우|조현정|양정화,(주)씨제이이엔엠,(주)씨제이이엔엠
일별 박스오피스,20230102~20230102,2023-01-02,2023-01-02,6,6,0,OLD,20228640,신비아파트 극장판 차원도깨비와 7개의 세계,2022-12-14,2023-01-02,64552288,2.1,-97889241,-60.3,3644312893,7332,-9717,-57.0,381164,390,512,19,21,신비아파트 극장판 차원도깨비와 7개의 세계,Shinbi's Haunted House: The Dimension Ghost and the Seven Worlds,,103,2022,20221214,개봉,장편,,,,애니메이션,한국,변영규,김영은|김채하|신용우|조현정|양정화,(주)씨제이이엔엠,(주)씨제이이엔엠
일별 박스오피스,20230103~20230103,2023-01-03,2023-01-03,6,6,0,OLD,20228640,신비아파트 극장판 차원도깨비와 7개의 세계,2022-12-14,2023-01-03,63138250,2.4,-1414038,-2.2,3707451143,7146,-186,-2.5,388310,384,494,20,21,신비아파트 극장판 차원도깨비와 7개의 세계,Shinbi's Haunted House: The Dimension Ghost and the Seven Worlds,,103,2022,20221214,개봉,장편,,,,애니메이션,한국,변영규,김영은|김채하|신용우|조현정|양정화,(주)씨제이이엔엠,(주)씨제이이엔엠
일별 박스오피스,20230101~20230101,2023-01-01,2023-01-01,1,1,0,OLD,20225061,아바타: 물의 길,2022-12-14,2023-01-01,5546745851,63.2,-1027346873,-15.6,95843585053,429533,-85748,-16.6,7742682,2047,7148,18,21,아바타: 물의 길,Avatar: The Way of Water,,192,2022,20221214,개봉,장편,,,,액션|어드벤처|SF|스릴러,미국,제임스 카메론,조 샐다나|샘 워싱턴|시고니 위버|스티븐 랭|케이트 윈슬렛,,월트디즈니컴퍼니코리아 유한책임회사
일별 박스오피스,20230102~20230102,2023-01-02,2023-01-02,1,1,0,OLD,20225061,아바타: 물의 길,2022-12-14,2023-01-02,1869536653,60.3,-3677209198,-66.3,97713121706,145308,-284225,-66.2,7887990,1992,6578,19,21,아바타: 물의 길,Avatar: The Way of Water,,192,2022,20221214,개봉,장편,,,,액션|어드벤처|SF|스릴러,미국,제임스 카메론,조 샐다나|샘 워싱턴|시고니 위버|스티븐 랭|케이트 윈슬렛,,월트디즈니컴퍼니코리아 유한책임회사
일별 박스오피스,20230103~20230103,2023-01-03,2023-01-03,1,1,0,OLD,20225061,아바타: 물의 길,2022-12-14,2023-01-03,1475204233,55.9,-394332420,-21.1,99188325939,113903,-31405,-21.6,8001893,1991,6471,20,21,아바타: 물의 길,Avatar: The Way of Water,,192,2022,20221214,개봉,장편,,,,액션|어드벤처|SF|스릴러,미국,제임스 카메론,조 샐다나|샘 워싱턴|시고니 위버|스티븐 랭|케이트 윈슬렛,,월트디즈니컴퍼니코리아 유한책임회사
일별 박스오피스,20230101~20230101,2023-01-01,2023-01-01,2,2,0,OLD,20196478,영웅,2022-12-21,2023-01-01,1908571119,21.7,-173788777,-8.3,16442796442,185254,-20082,-9.8,1672933,1099,3563,11,21,영웅,Hero,,120,2022,20221221,개봉,장편,,,,드라마|뮤지컬,한국,윤제균,정성화|김고은|나문희|조재윤|배정남,(주)제이케이필름|(주)씨제이이엔엠,(주)씨제이이엔엠
일별 박스오피스,20230102~20230102,2023-01-02,2023-01-02,2,2,0,OLD,20196478,영웅,2022-12-21,2023-01-02,653536764,21.1,-1255034355,-65.8,17096333206,68901,-116353,-62.8,1741834,1036,3553,12,21,영웅,Hero,,120,2022,20221221,개봉,장편,,,,드라마|뮤지컬,한국,윤제균,정성화|김고은|나문희|조재윤|배정남,(주)제이케이필름|(주)씨제이이엔엠,(주)씨제이이엔엠
일별 박스오피스,20230103~20230103,2023-01-03,2023-01-03,2,2,0,OLD,20196478,영웅,2022-12-21,2023-01-03,577090019,21.9,-76446745,-11.7,17673423225,61500,-7401,-10.7,1803334,1016,3556,13,21,영웅,Hero,,120,2022,20221221,개봉,장편,,,,드라마|뮤지컬,한국,윤제균,정성화|김고은|나문희|조재윤|배정남,(주)제이케이필름|(주)씨제이이엔엠,(주)씨제이이엔엠
일별 박스오피스,20230104~20230104,2023-01-04,2023-01-04,4,4,-2,OLD,20196478,영웅,2022-12-21,2023-01-04,458092540,13.7,-118997479,-20.6,18131515765,48340,-13160,-21.4,1851674,858,2461,14,21,영웅,Hero,,120,2022,20221221,개봉,장편,,,,드라마|뮤지컬,한국,윤제균,정성화|김고은|나문희|조재윤|배정남,(주)제이케이필름|(주)씨제이이엔엠,(주)씨제이이엔엠
일별 박스오피스,20230105~20230105,2023-01-05,2023-01-05,2,2,2,OLD,20196478,영웅,2022-12-21,2023-01-05,465448078,15.7,7355538,1.6,18596963843,49248,908,1.9,1900922,875,2548,15,21,영웅,Hero,,120,2022,20221221,개봉,장편,,,,드라마|뮤지컬,한국,윤제균,정성화|김고은|나문희|조재윤|배정남,(주)제이케이필름|(주)씨제이이엔엠,(주)씨제이이엔엠
일별 박스오피스,20230106~20230106,2023-01-06,2023-01-06,2,2,0,OLD,20196478,영웅,2022-12-21,2023-01-06,623699982,16.2,158251904,34.0,19220663825,63372,14124,28.7,1964294,874,2672,16,21,영웅,Hero,,120,2022,20221221,개봉,장편,,,,드라마|뮤지컬,한국,윤제균,정성화|김고은|나문희|조재윤|배정남,(주)제이케이필름|(주)씨제이이엔엠,(주)씨제이이엔엠
일별 박스오피스,20230107~20230107,2023-01-07,2023-01-07,2,2,0,OLD,20196478,영웅,2022-12-21,2023-01-07,1365196965,16.8,741496983,118.9,20585860790,133408,70036,110.5,2097702,924,2811,17,21,영웅,Hero,,120,2022,20221221,개봉,장편,,,,드라마|뮤지컬,한국,윤제균,정성화|김고은|나문희|조재윤|배정남,(주)제이케이필름|(주)씨제이이엔엠,(주)씨제이이엔엠
일별 박스오피스,20230108~20230108,2023-01-08,2023-01-08,2,2,0,OLD,20196478,영웅,2022-12-21,2023-01-08,1278854920,17.3,-86342045,-6.3,21864715710,125892,-7516,-5.6,2223594,927,2746,18,21,영웅,Hero,,120,2022,20221221,개봉,장편,,,,드라마|뮤지컬,한국,윤제균,정성화|김고은|나문희|조재윤|배정남,(주)제이케이필름|(주)씨제이이엔엠,(주)씨제이이엔엠
일별 박스오피스,20230109~20230109,2023-01-09,2023-01-09,3,3,-1,OLD,20196478,영웅,2022-12-21,2023-01-09,383346199,16.4,-895508721,-70.0,22248061909,39871,-86021,-68.3,2263465,796,2569,19,21,영웅,Hero,,120,2022,20221221,개봉,장편,,,,드라마|뮤지컬,한국,윤제균,정성화|김고은|나문희|조재윤|배정남,(주)제이케이필름|(주)씨제이이엔엠,(주)씨제이이엔엠
일별 박스오피스,20230110~20230110,2023-01-10,2023-01-10,3,3,0,OLD,20196478,영웅,2022-12-21,2023-01-10,363405267,16.4,-19940932,-5.2,22611467176,37874,-1997,-5.0,2301339,823,2556,20,21,영웅,Hero,,120,2022,20221221,개봉,장편,,,,드라마|뮤지컬,한국,윤제균,정성화|김고은|나문희|조재윤|배정남,(주)제이케이필름|(주)씨제이이엔엠,(주)씨제이이엔엠
일별 박스오피스,20230101~20230101,2023-01-01,2023-01-01,8,8,0,OLD,20228829,눈의 여왕5: 스노우 프린세스와 미러랜드의 비밀,2022-12-22,2023-01-01,65057205,0.7,-19939363,-23.5,1158912824,6787,-2349,-25.7,124810,338,402,10,13,눈의 여왕5: 스노우 프린세스와 미러랜드의 비밀,The Snow Queen & The Princess,The Snow Queen & The Princess,75,2022,20221222,개봉,장편,,,,애니메이션,기타,알렉세이 트시칠린,,,메가박스중앙(주)
일별 박스오피스,20230102~20230102,2023-01-02,2023-01-02,7,7,1,OLD,20228829,눈의 여왕5: 스노우 프린세스와 미러랜드의 비밀,2022-12-22,2023-01-02,32596592,1.1,-32460613,-49.9,1191509416,3676,-3111,-45.8,128486,296,337,11,13,눈의 여왕5: 스노우 프린세스와 미러랜드의 비밀,The Snow Queen & The Princess,The Snow Queen & The Princess,75,2022,20221222,개봉,장편,,,,애니메이션,기타,알렉세이 트시칠린,,,메가박스중앙(주)
일별 박스오피스,20230103~20230103,2023-01-03,2023-01-03,7,7,0,OLD,20228829,눈의 여왕5: 스노우 프린세스와 미러랜드의 비밀,2022-12-22,2023-01-03,33449932,1.3,853340,2.6,1224959348,3993,317,8.6,132479,296,337,12,13,눈의 여왕5: 스노우 프린세스와 미러랜드의 비밀,The Snow Queen & The Princess,The Snow Queen & The Princess,75,2022,20221222,개봉,장편,,,,애니메이션,기타,알렉세이 트시칠린,,,메가박스중앙(주)
일별 박스오피스,20230101~20230101,2023-01-01,2023-01-01,9,9,0,OLD,20227925,몬스터 신부: 101번째 프로포즈,2022-12-28,2023-01-01,45186900,0.5,-14181400,-23.9,235671900,4614,-1694,-26.9,25652,211,276,4,7,몬스터 신부: 101번째 프로포즈,How to Save the Immortal,Koshchey. Pokhititel nevest,75,2022,20221228,개봉,장편,,,,애니메이션|코미디|판타지|어드벤처,헝가리|러시아,,황창영|박시윤|최정현,,와이드 릴리즈(주)
일별 박스오피스,20230102~20230102,2023-01-02,2023-01-02,10,10,-1,OLD,20227925,몬스터 신부: 101번째 프로포즈,2022-12-28,2023-01-02,14456900,0.5,-30730000,-68.0,250128800,1557,-3057,-66.3,27209,173,202,5,7,몬스터 신부: 101번째 프로포즈,How to Save the Immortal,Koshchey. Pokhititel nevest,75,2022,20221228,개봉,장편,,,,애니메이션|코미디|판타지|어드벤처,헝가리|러시아,,황창영|박시윤|최정현,,와이드 릴리즈(주)
일별 박스오피스,20230103~20230103,2023-01-03,2023-01-03,10,10,0,OLD,20227925,몬스터 신부: 101번째 프로포즈,2022-12-28,2023-01-03,17072700,0.6,2615800,18.1,267201500,2213,656,42.1,29422,193,225,6,7,몬스터 신부: 101번째 프로포즈,How to Save the Immortal,Koshchey. Pokhititel nevest,75,2022,20221228,개봉,장편,,,,애니메이션|코미디|판타지|어드벤처,헝가리|러시아,,황창영|박시윤|최정현,,와이드 릴리즈(주)
일별 박스오피스,20230101~20230101,2023-01-01,2023-01-01,4,4,-1,OLD,20210140,젠틀맨,2022-12-28,2023-01-01,276398168,3.1,-122877982,-30.8,1697482823,26293,-13064,-33.2,178851,715,1620,4,14,젠틀맨,Gentleman,,123,2021,20221228,개봉,장편,,,,범죄,한국,김경원,주지훈|박성웅|최성은|배성일|강홍석,(주)트릭스터|주식회사 에이치앤드엔터테인먼트,메가박스중앙(주) 플러스엠 엔터테인먼트
일별 박스오피스,20230102~20230102,2023-01-02,2023-01-02,5,5,-1,OLD,20210140,젠틀맨,2022-12-28,2023-01-02,98087268,3.2,-178310900,-64.5,1795570091,10305,-15988,-60.8,189156,645,1566,5,14,젠틀맨,Gentleman,,123,2021,20221228,개봉,장편,,,,범죄,한국,김경원,주지훈|박성웅|최성은|배성일|강홍석,(주)트릭스터|주식회사 에이치앤드엔터테인먼트,메가박스중앙(주) 플러스엠 엔터테인먼트
일별 박스오피스,20230103~20230103,2023-01-03,2023-01-03,4,4,1,OLD,20210140,젠틀맨,2022-12-28,2023-01-03,89786306,3.4,-8300962,-8.5,1885356397,9628,-677,-6.6,198784,648,1539,6,14,젠틀맨,Gentleman,,123,2021,20221228,개봉,장편,,,,범죄,한국,김경원,주지훈|박성웅|최성은|배성일|강홍석,(주)트릭스터|주식회사 에이치앤드엔터테인먼트,메가박스중앙(주) 플러스엠 엔터테인먼트
일별 박스오피스,20230104~20230104,2023-01-04,2023-01-04,10,10,-6,OLD,20210140,젠틀맨,2022-12-28,2023-01-04,18363687,0.5,-71422619,-79.5,1903720084,2039,-7589,-78.8,200823,215,270,7,14,젠틀맨,Gentleman,,123,2021,20221228,개봉,장편,,,,범죄,한국,김경원,주지훈|박성웅|최성은|배성일|강홍석,(주)트릭스터|주식회사 에이치앤드엔터테인먼트,메가박스중앙(주) 플러스엠 엔터테인먼트
일별 박스오피스,20230105~20230105,2023-01-05,2023-01-05,10,10,0,OLD,20210140,젠틀맨,2022-12-28,2023-01-05,15712287,0.5,-2651400,-14.4,1919432371,1777,-262,-12.8,202600,224,274,8,14,젠틀맨,Gentleman,,123,2021,20221228,개봉,장편,,,,범죄,한국,김경원,주지훈|박성웅|최성은|배성일|강홍석,(주)트릭스터|주식회사 에이치앤드엔터테인먼트,메가박스중앙(주) 플러스엠 엔터테인먼트
일별 박스오피스,20230106~20230106,2023-01-06,2023-01-06,9,9,1,OLD,20210140,젠틀맨,2022-12-28,2023-01-06,18858691,0.5,3146404,20.0,1938291062,2307,530,29.8,204907,212,262,9,14,젠틀맨,Gentleman,,123,2021,20221228,개봉,장편,,,,범죄,한국,김경원,주지훈|박성웅|최성은|배성일|강홍석,(주)트릭스터|주식회사 에이치앤드엔터테인먼트,메가박스중앙(주) 플러스엠 엔터테인먼트
일별 박스오피스,20230107~20230107,2023-01-07,2023-01-07,9,9,0,OLD,20210140,젠틀맨,2022-12-28,2023-01-07,41808092,0.5,22949401,121.7,1980099154,4397,2090,90.6,209304,192,233,10,14,젠틀맨,Gentleman,,123,2021,20221228,개봉,장편,,,,범죄,한국,김경원,주지훈|박성웅|최성은|배성일|강홍석,(주)트릭스터|주식회사 에이치앤드엔터테인먼트,메가박스중앙(주) 플러스엠 엔터테인먼트
일별 박스오피스,20230108~20230108,2023-01-08,2023-01-08,9,9,0,OLD,20210140,젠틀맨,2022-12-28,2023-01-08,41420477,0.6,-387615,-0.9,2021519631,4205,-192,-4.4,213509,192,229,11,14,젠틀맨,Gentleman,,123,2021,20221228,개봉,장편,,,,범죄,한국,김경원,주지훈|박성웅|최성은|배성일|강홍석,(주)트릭스터|주식회사 에이치앤드엔터테인먼트,메가박스중앙(주) 플러스엠 엔터테인먼트
일별 박스오피스,20230109~20230109,2023-01-09,2023-01-09,8,8,1,OLD,20210140,젠틀맨,2022-12-28,2023-01-09,11220196,0.5,-30200281,-72.9,2032739827,1672,-2533,-60.2,215181,140,156,12,14,젠틀맨,Gentleman,,123,2021,20221228,개봉,장편,,,,범죄,한국,김경원,주지훈|박성웅|최성은|배성일|강홍석,(주)트릭스터|주식회사 에이치앤드엔터테인먼트,메가박스중앙(주) 플러스엠 엔터테인먼트
일별 박스오피스,20230110~20230110,2023-01-10,2023-01-10,10,10,-2,OLD,20210140,젠틀맨,2022-12-28,2023-01-10,8530393,0.4,-2689803,-24.0,2041270220,1237,-435,-26.0,216418,140,164,13,14,젠틀맨,Gentleman,,123,2021,20221228,개봉,장편,,,,범죄,한국,김경원,주지훈|박성웅|최성은|배성일|강홍석,(주)트릭스터|주식회사 에이치앤드엔터테인먼트,메가박스중앙(주) 플러스엠 엔터테인먼트
일별 박스오피스,20230104~20230104,2023-01-04,2023-01-04,9,9,0,NEW,20228652,3000년의 기다림,2023-01-04,2023-01-04,28365854,0.8,28365854,100.0,39707854,2896,2896,100.0,3664,165,225,0,7,3000년의 기다림,Three Thousand Years of Longing,,108,2022,20230104,개봉,장편,,,,멜로/로맨스|판타지|드라마,호주,조지 밀러,틸다 스윈튼|이드리스 엘바,,(주)디스테이션
일별 박스오피스,20230105~20230105,2023-01-05,2023-01-05,9,9,0,OLD,20228652,3000년의 기다림,2023-01-04,2023-01-05,17426993,0.6,-10938861,-38.6,57134847,1888,-1008,-34.8,5552,176,237,1,7,3000년의 기다림,Three Thousand Years of Longing,,108,2022,20230104,개봉,장편,,,,멜로/로맨스|판타지|드라마,호주,조지 밀러,틸다 스윈튼|이드리스 엘바,,(주)디스테이션
일별 박스오피스,20230106~20230106,2023-01-06,2023-01-06,10,10,-1,OLD,20228652,3000년의 기다림,2023-01-04,2023-01-06,18492589,0.5,1065596,6.1,75627436,1897,9,0.5,7449,161,220,2,7,3000년의 기다림,Three Thousand Years of Longing,,108,2022,20230104,개봉,장편,,,,멜로/로맨스|판타지|드라마,호주,조지 밀러,틸다 스윈튼|이드리스 엘바,,(주)디스테이션
일별 박스오피스,20230107~20230107,2023-01-07,2023-01-07,10,10,0,OLD,20228652,3000년의 기다림,2023-01-04,2023-01-07,25685492,0.3,7192903,38.9,101312928,2389,492,25.9,9838,173,229,3,7,3000년의 기다림,Three Thousand Years of Longing,,108,2022,20230104,개봉,장편,,,,멜로/로맨스|판타지|드라마,호주,조지 밀러,틸다 스윈튼|이드리스 엘바,,(주)디스테이션
일별 박스오피스,20230108~20230108,2023-01-08,2023-01-08,10,10,0,OLD,20228652,3000년의 기다림,2023-01-04,2023-01-08,20907554,0.3,-4777938,-18.6,122220482,2021,-368,-15.4,11859,168,215,4,7,3000년의 기다림,Three Thousand Years of Longing,,108,2022,20230104,개봉,장편,,,,멜로/로맨스|판타지|드라마,호주,조지 밀러,틸다 스윈튼|이드리스 엘바,,(주)디스테이션
일별 박스오피스,20230109~20230109,2023-01-09,2023-01-09,10,10,0,OLD,20228652,3000년의 기다림,2023-01-04,2023-01-09,10004290,0.4,-10903264,-52.1,132224772,1082,-939,-46.5,12941,145,192,5,7,3000년의 기다림,Three Thousand Years of Longing,,108,2022,20230104,개봉,장편,,,,멜로/로맨스|판타지|드라마,호주,조지 밀러,틸다 스윈튼|이드리스 엘바,,(주)디스테이션
일별 박스오피스,20230110~20230110,2023-01-10,2023-01-10,8,8,2,OLD,20228652,3000년의 기다림,2023-01-04,2023-01-10,15350788,0.7,5346498,53.4,147575560,2041,959,88.6,14982,143,204,6,7,3000년의 기다림,Three Thousand Years of Longing,,108,2022,20230104,개봉,장편,,,,멜로/로맨스|판타지|드라마,호주,조지 밀러,틸다 스윈튼|이드리스 엘바,,(주)디스테이션
일별 박스오피스,20230104~20230104,2023-01-04,2023-01-04,2,2,0,NEW,20228555,더 퍼스트 슬램덩크,2023-01-04,2023-01-04,618630760,18.5,618630760,100.0,685498760,62090,62090,100.0,68735,809,2096,0,21,더 퍼스트 슬램덩크,The First Slam Dunk,,124,2022,20230104,개봉,장편,,,,애니메이션,일본,이노우에 다케히코,,,(주)넥스트엔터테인먼트월드(NEW)
일별 박스오피스,20230105~20230105,2023-01-05,2023-01-05,3,3,-1,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,2023-01-05,418760478,14.1,-199870282,-32.3,1104259238,42069,-20021,-32.2,110804,809,2091,1,21,더 퍼스트 슬램덩크,The First Slam Dunk,,124,2022,20230104,개봉,장편,,,,애니메이션,일본,이노우에 다케히코,,,(주)넥스트엔터테인먼트월드(NEW)
일별 박스오피스,20230106~20230106,2023-01-06,2023-01-06,3,3,0,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,2023-01-06,620510519,16.1,201750041,48.2,1724769757,59472,17403,41.4,170276,843,2274,2,21,더 퍼스트 슬램덩크,The First Slam Dunk,,124,2022,20230104,개봉,장편,,,,애니메이션,일본,이노우에 다케히코,,,(주)넥스트엔터테인먼트월드(NEW)
일별 박스오피스,20230107~20230107,2023-01-07,2023-01-07,3,3,0,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,2023-01-07,1370307256,16.8,749796737,120.8,3095077013,129238,69766,117.3,299514,1023,2673,3,21,더 퍼스트 슬램덩크,The First Slam Dunk,,124,2022,20230104,개봉,장편,,,,애니메이션,일본,이노우에 다케히코,,,(주)넥스트엔터테인먼트월드(NEW)
일별 박스오피스,20230108~20230108,2023-01-08,2023-01-08,3,3,0,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,2023-01-08,1263213165,17.0,-107094091,-7.8,4358290178,120605,-8633,-6.7,420119,1022,2660,4,21,더 퍼스트 슬램덩크,The First Slam Dunk,,124,2022,20230104,개봉,장편,,,,애니메이션,일본,이노우에 다케히코,,,(주)넥스트엔터테인먼트월드(NEW)
일별 박스오피스,20230109~20230109,2023-01-09,2023-01-09,2,2,1,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,2023-01-09,436131578,18.6,-827081587,-65.5,4794421756,43229,-77376,-64.2,463348,940,2618,5,21,더 퍼스트 슬램덩크,The First Slam Dunk,,124,2022,20230104,개봉,장편,,,,애니메이션,일본,이노우에 다케히코,,,(주)넥스트엔터테인먼트월드(NEW)
일별 박스오피스,20230110~20230110,2023-01-10,2023-01-10,2,2,0,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,2023-01-10,388556090,17.5,-47575488,-10.9,5182977846,38514,-4715,-10.9,501862,953,2618,6,21,더 퍼스트 슬램덩크,The First Slam Dunk,,124,2022,20230104,개봉,장편,,,,애니메이션,일본,이노우에 다케히코,,,(주)넥스트엔터테인먼트월드(NEW)
일별 박스오피스,20230111~20230111,2023-01-11,2023-01-11,2,2,0,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,2023-01-11,473923451,21.7,85367361,22.0,5656901297,47241,8727,22.7,549103,915,3052,7,21,더 퍼스트 슬램덩크,The First Slam Dunk,,124,2022,20230104,개봉,장편,,,,애니메이션,일본,이노우에 다케히코,,,(주)넥스트엔터테인먼트월드(NEW)
일별 박스오피스,20230112~20230112,2023-01-12,2023-01-12,2,2,0,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,2023-01-12,407360080,20.1,-66563371,-14.0,6064261377,40576,-6665,-14.1,589679,940,3063,8,21,더 퍼스트 슬램덩크,The First Slam Dunk,,124,2022,20230104,개봉,장편,,,,애니메이션,일본,이노우에 다케히코,,,(주)넥스트엔터테인먼트월드(NEW)
일별 박스오피스,20230113~20230113,2023-01-13,2023-01-13,2,2,0,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,2023-01-13,666718361,23.8,259358281,63.7,6730979738,63697,23121,57.0,653376,987,3256,9,21,더 퍼스트 슬램덩크,The First Slam Dunk,,124,2022,20230104,개봉,장편,,,,애니메이션,일본,이노우에 다케히코,,,(주)넥스트엔터테인먼트월드(NEW)
일별 박스오피스,20230114~20230114,2023-01-14,2023-01-14,2,2,0,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,2023-01-14,1608265970,25.4,941547609,141.2,8339245708,153322,89625,140.7,806698,1042,3503,10,21,더 퍼스트 슬램덩크,The First Slam Dunk,,124,2022,20230104,개봉,장편,,,,애니메이션,일본,이노우에 다케히코,,,(주)넥스트엔터테인먼트월드(NEW)
일별 박스오피스,20230115~20230115,2023-01-15,2023-01-15,2,2,0,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,2023-01-15,1328806649,23.8,-279459321,-17.4,9668052357,128236,-25086,-16.4,934934,1035,3417,11,21,더 퍼스트 슬램덩크,The First Slam Dunk,,124,2022,20230104,개봉,장편,,,,애니메이션,일본,이노우에 다케히코,,,(주)넥스트엔터테인먼트월드(NEW)
일별 박스오피스,20230116~20230116,2023-01-16,2023-01-16,2,2,0,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,2023-01-16,405865573,23.4,-922941076,-69.5,10073917930,40257,-87979,-68.6,975191,953,3241,12,21,더 퍼스트 슬램덩크,The First Slam Dunk,,124,2022,20230104,개봉,장편,,,,애니메이션,일본,이노우에 다케히코,,,(주)넥스트엔터테인먼트월드(NEW)
일별 박스오피스,20230117~20230117,2023-01-17,2023-01-17,2,2,0,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,2023-01-17,383031252,22.7,-22834321,-5.6,10456949182,38025,-2232,-5.5,1013216,960,3227,13,21,더 퍼스트 슬램덩크,The First Slam Dunk,,124,2022,20230104,개봉,장편,,,,애니메이션,일본,이노우에 다케히코,,,(주)넥스트엔터테인먼트월드(NEW)
일별 박스오피스,20230118~20230118,2023-01-18,2023-01-18,3,3,-1,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,2023-01-18,378419939,14.8,-4611313,-1.2,10835369121,37714,-311,-0.8,1050930,725,2047,14,21,더 퍼스트 슬램덩크,The First Slam Dunk,,124,2022,20230104,개봉,장편,,,,애니메이션,일본,이노우에 다케히코,,,(주)넥스트엔터테인먼트월드(NEW)
일별 박스오피스,20230119~20230119,2023-01-19,2023-01-19,2,2,1,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,2023-01-19,347809385,16.4,-30610554,-8.1,11183178506,34504,-3210,-8.5,1085434,752,2111,15,21,더 퍼스트 슬램덩크,The First Slam Dunk,,124,2022,20230104,개봉,장편,,,,애니메이션,일본,이노우에 다케히코,,,(주)넥스트엔터테인먼트월드(NEW)
일별 박스오피스,20230120~20230120,2023-01-20,2023-01-20,2,2,0,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,2023-01-20,761028245,22.6,413218860,118.8,11944206751,71885,37381,108.3,1157319,835,2374,16,21,더 퍼스트 슬램덩크,The First Slam Dunk,,124,2022,20230104,개봉,장편,,,,애니메이션,일본,이노우에 다케히코,,,(주)넥스트엔터테인먼트월드(NEW)
일별 박스오피스,20230121~20230121,2023-01-21,2023-01-21,2,2,0,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,2023-01-21,1095050559,19.0,334022314,43.9,13039257310,102660,30775,42.8,1259979,1008,2835,17,21,더 퍼스트 슬램덩크,The First Slam Dunk,,124,2022,20230104,개봉,장편,,,,애니메이션,일본,이노우에 다케히코,,,(주)넥스트엔터테인먼트월드(NEW)
일별 박스오피스,20230122~20230122,2023-01-22,2023-01-22,3,3,-1,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,2023-01-22,995034655,14.2,-100015904,-9.1,14034291965,91380,-11280,-11.0,1351359,1026,2915,18,21,더 퍼스트 슬램덩크,The First Slam Dunk,,124,2022,20230104,개봉,장편,,,,애니메이션,일본,이노우에 다케히코,,,(주)넥스트엔터테인먼트월드(NEW)
일별 박스오피스,20230123~20230123,2023-01-23,2023-01-23,3,3,0,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,2023-01-23,1443805489,15.5,448770834,45.1,15478097454,136856,45476,49.8,1488215,1060,3027,19,21,더 퍼스트 슬램덩크,The First Slam Dunk,,124,2022,20230104,개봉,장편,,,,애니메이션,일본,이노우에 다케히코,,,(주)넥스트엔터테인먼트월드(NEW)
일별 박스오피스,20230124~20230124,2023-01-24,2023-01-24,3,3,0,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,2023-01-24,1105106429,15.7,-338699060,-23.5,16583203883,105993,-30863,-22.6,1594208,1035,2884,20,21,더 퍼스트 슬램덩크,The First Slam Dunk,,124,2022,20230104,개봉,장편,,,,애니메이션,일본,이노우에 다케히코,,,(주)넥스트엔터테인먼트월드(NEW)
일별 박스오피스,20230104~20230104,2023-01-04,2023-01-04,5,5,0,NEW,20215315,스위치,2023-01-04,2023-01-04,289592589,8.7,289592589,100.0,627374455,30547,30547,100.0,64902,866,3090,0,21,스위치,SWITCH,,112,2021,20230104,개봉,장편,,,,기타,한국,마대윤,권상우|오정세|이민정|박소이|김준,(주)하이브미디어코프,롯데컬처웍스(주)롯데엔터테인먼트
일별 박스오피스,20230105~20230105,2023-01-05,2023-01-05,5,5,0,OLD,20215315,스위치,2023-01-04,2023-01-05,231326420,7.8,-58266169,-20.1,858700875,24507,-6040,-19.8,89409,856,2971,1,21,스위치,SWITCH,,112,2021,20230104,개봉,장편,,,,기타,한국,마대윤,권상우|오정세|이민정|박소이|김준,(주)하이브미디어코프,롯데컬처웍스(주)롯데엔터테인먼트
